negative
abrasive
apathetic
controlling
dishonest
impatient
anxious
betrayed
disappointed
embarrassed
jealous
abysmal
bad
callous
corrosive
damage
despicable
don’t
enraged
fail
gawky
haggard
hurt
icky
insane
jealous
lose
malicious
naive
objectionable
pain
questionable
reject
rude
sad
sinister
stuck
tense
ugly
unsightly
vice
wary
yell
zero
adverse
banal
can’t
corrupt
damaging
detrimental
dreadful
eroding
faulty
ghastly
hard
hurtful
ignorant
insidious
junky
lousy
mean
nasty
noxious
odious
perturb
quirky
renege
ruthless
savage
slimy
stupid
terrible
undermine
untoward
vicious
weary
yucky
alarming
barbed
clumsy
dastardly
dirty
dreary
evil
fear
grave
hard-hearted
ignore
injure
insipid
lumpy
menacing
naughty
none
offensive
pessimistic
quit
repellant
scare
smelly
substandard
terrifying
unfair
unwanted
vile
wicked
angry
belligerent
coarse
meaninglessness
crazy
dead
disease
feeble
greed
harmful
ill
injurious
messy
negate
no one
old
petty
reptilian
scary
sobbing
suspect
threatening
unfavorable
unwelcome
villainous
woeful
annoy
bemoan
cold
creepy
decaying
disgusting
fight
grim
hate
immature
misshapen
negative
nothing
oppressive
plain
repugnant
scream
sorry
suspicious
unhappy
unwholesome
vindictive
worthless
anxious
beneath
cold-hearted
criminal
deformed
disheveled
filthy
grimace
hideous
imperfect
missing
never
neither
poisonous
repulsive
severe
spiteful
unhealthy
unwieldy
wound
apathy
boring
collapse
cruel
deny
dishonest
foul
gross
homely
impossible
misunderstood
no
nowhere
poor
revenge
shocking
sticky
unjust
unwise
appalling
broken
confused
cry
deplorable
dishonorable
frighten
grotesque
horrendous
inane
moan
nobody
prejudice
revolting
shoddy
stinky
unlucky
upset
atrocious
contrary
cutting
depressed
dismal
frightful
gruesome
horrible
inelegant
moldy
nondescript
rocky
sick
stormy
unpleasant
awful
contradictory
deprived
distress
guilty
hostile
infernal
monstrous
nonsense
rotten
sickening
stressful
unsatisfactory
abysmal
adverse
alarming
angry
annoy
anxious
apathy
appalling
atrocious
awful
bad
banal
barbed
belligerent
bemoan
beneath
boring
broken
callous
can’t
clumsy
coarse
cold
cold-hearted
collapse
confused
contradictory
contrary
corrosive
corrupt
crazy
creepy
criminal
cruel
cry
cutting
damage
damaging
dastardly
dead
decaying
deformed
deny
deplorable
depressed
deprived
despicable
detrimental
dirty
disease
disgusting
disheveled
dishonest
dishonorable
dismal
distress
don’t
dreadful
dreary
enraged
eroding
evil
fail
faulty
fear
feeble
fight
filthy
foul
frighten
frightful
gawky
ghastly
grave
greed
grim
grimace
gross
grotesque
gruesome
guilty
haggard
hard
hard-hearted
harmful
hate
hideous
homely
horrendous
horrible
hostile
hurt
hurtful
icky
ignorant
ignore
ill
immature
imperfect
impossible
inane
inelegant
infernal
injure
injurious
insane
insidious
insipid
jealous
junky
lose
lousy
lumpy
malicious
mean
menacing
messy
misshapen
missing
misunderstood
moan
moldy
monstrous
naive
nasty
naughty
negate
negative
never
no
nobody
nondescript
nonsense
not
noxious
none
no one
nothing
neither
nowhere
objectionable
odious
offensive
old
oppressive
pain
perturb
pessimistic
petty
plain
poisonous
poor
prejudice
questionable
quirky
quit
reject
renege
repellant
reptilian
repugnant
repulsive
revenge
revolting
rocky
rotten
rude
ruthless
sad
savage
scare
scary
scream
severe
shocking
shoddy
sick
sickening
sinister
slimy
smelly
sobbing
sorry
spiteful
sticky
stinky
stormy
stressful
stuck
stupid
substandard
suspect
suspicious
tense
terrible
terrifying
threatening
ugly
undermine
unfair
unfavorable
unhappy
unhealthy
unjust
unlucky
unpleasant
unsatisfactory
unsightly
untoward
unwanted
unwelcome
unwholesome
unwieldy
unwise
upset
vice
vicious
vile
villainous
vindictive
wary
weary
wicked
woeful
worthless
wound
yell
yucky
zero
aggressive
aloof
arrogant
belligerent
big-headed
bitchy
boastful
bone-idle
boring
bossy
callous
cantankerous
careless
changeable
clinging
compulsive
cowardly
cruel
cunning
cynical
deceitful
detached
dishonest
dogmatic
domineering
finicky
flirtatious
foolish
foolhardy
gussy
greedy
grumpy
gullible
harsh
impatient
impolite
impulsive
inconsiderate
inconsistent
indecisive
indiscreet
inflexible
interfering
intolerant
irresponsible
jealous
lazy
machiavellian
materialistic
mean
miserly
moody
narrow-minded
nasty
naughty
nervous
obsessive
obstinate
overcritical
overemotional
parsimonious
patronizing
perverse
pessimistic
pompous
possessive
pusillanimous
quarrelsome
quick-tempered
resentful
rude
ruthless
sarcastic
secretive
selfish
self-centred
self-indulgent
silly
sneaky
stingy
stubborn
stupid
superficial
tactless
timid
touchy
thoughtless
truculent
unkind
unpredictable
unreliable
untidy
untrustworthy
vague
vain
vengeful
vulgar
weak-willed
negative adverbs
hardly
scarcely
barely
